OrtoID	Score	OrtoA	OrtoB
1744	92	META1_0697 1.000 	CQW49_RS04105 1.000 
1745	92	META1_2809 1.000 	CQW49_RS13965 1.000 
1746	92	META1_3860 1.000 	CQW49_RS22985 1.000 
1747	92	META1_4631 1.000 	CQW49_RS20335 1.000 
1748	92	META2_0737 1.000 	CQW49_RS23335 1.000 
1749	91	META1_0396 1.000 META1_4817 0.068 	CQW49_RS03190 1.000 
1750	91	META1_1313 1.000 	CQW49_RS04045 1.000 
1751	91	META1_1315 1.000 	CQW49_RS04055 1.000 
1752	91	META1_1700 1.000 	CQW49_RS04585 1.000 
1753	91	META1_1265 1.000 	CQW49_RS12550 1.000 
1754	91	META1_0767 1.000 	CQW49_RS20550 1.000 
1755	90	META1_0734 1.000 	CQW49_RS12040 1.000 CQW49_RS16720 0.064 
1756	90	META1_0203 1.000 	CQW49_RS00275 1.000 
1757	90	META1_0627 1.000 	CQW49_RS09275 1.000 
1758	90	META1_0823 1.000 	CQW49_RS10800 1.000 
1759	90	META1_0430 1.000 	CQW49_RS14305 1.000 
1760	90	META1_1554 1.000 	CQW49_RS15835 1.000 
1761	90	META1_5101 1.000 	CQW49_RS12725 1.000 
1762	90	META2_0032 1.000 	CQW49_RS14220 1.000 
1763	89	META2_0742 1.000 META2_0458 0.150 	CQW49_RS22800 1.000 CQW49_RS14010 0.773 CQW49_RS15250 0.770 
1764	89	META1_5037 1.000 	CQW49_RS20010 1.000 CQW49_RS00785 0.113 
1765	89	META1_2120 1.000 	CQW49_RS03925 1.000 
1766	89	META1_3066 1.000 	CQW49_RS01965 1.000 
1767	89	META1_2161 1.000 	CQW49_RS10480 1.000 
1768	89	META1_4248 1.000 	CQW49_RS17655 1.000 
1769	88	META1_2985 1.000 	CQW49_RS02165 1.000 
1770	88	META1_1515 1.000 	CQW49_RS16435 1.000 
1771	88	META1_3903 1.000 	CQW49_RS11005 1.000 
1772	88	META1_4575 1.000 	CQW49_RS10710 1.000 
1773	87	META1_3295 1.000 META1_3884 0.239 	CQW49_RS08200 1.000 
1774	87	META1_0176 1.000 	CQW49_RS11565 1.000 
1775	87	META1_0445 1.000 	CQW49_RS18815 1.000 
1776	87	META1_4676 1.000 	CQW49_RS20605 1.000 
1777	86	META1_0334 1.000 META1_0722 0.158 META2_0023 0.103 	CQW49_RS19685 1.000 
1778	86	META1_5319 1.000 META1_3874 0.234 	CQW49_RS06055 1.000 
1779	86	META1_1095 1.000 	CQW49_RS09250 1.000 
1780	86	META1_4551 1.000 	CQW49_RS16710 1.000 
1781	86	META2_1275 1.000 	CQW49_RS23090 1.000 
1782	85	META1_0011 1.000 	CQW49_RS11960 1.000 
1783	85	META1_2690 1.000 	CQW49_RS14595 1.000 
1784	84	META1_0531 1.000 META1_5177 0.226 	CQW49_RS18630 1.000 
1785	84	META2_0733 1.000 META2_1356 0.116 	CQW49_RS23395 1.000 
1786	84	META1_0482 1.000 	CQW49_RS07065 1.000 
1787	84	META1_2903 1.000 	CQW49_RS13845 1.000 
1788	84	META1_2954 1.000 	CQW49_RS21625 1.000 
1789	84	META2_1215 1.000 	CQW49_RS15685 1.000 
1790	83	META1_2023 1.000 META1_2022 0.471 	CQW49_RS20075 1.000 
1791	83	META1_0324 1.000 	CQW49_RS13490 1.000 
1792	83	META1_0676 1.000 	CQW49_RS12085 1.000 
1793	83	META1_1934 1.000 	CQW49_RS07075 1.000 
1794	83	META1_0511 1.000 	CQW49_RS19750 1.000 
1795	83	META1_3172 1.000 	CQW49_RS17670 1.000 
1796	82	META1_2516 1.000 	CQW49_RS07615 1.000 
1797	82	META1_0091 1.000 	CQW49_RS20020 1.000 
1798	82	META1_3663 1.000 	CQW49_RS11780 1.000 
1799	82	META1_4958 1.000 	CQW49_RS06405 1.000 
1800	82	META2_0965 1.000 	CQW49_RS05380 1.000 
1801	82	META1_4468 1.000 	CQW49_RS16030 1.000 
1802	81	META1_3206 1.000 	CQW49_RS04630 1.000 CQW49_RS22165 0.183 
1803	81	META1_3628 1.000 	CQW49_RS02210 1.000 
1804	81	META1_2365 1.000 	CQW49_RS11930 1.000 
1805	81	META1_1721 1.000 	CQW49_RS18255 1.000 
1806	81	META1_4208 1.000 	CQW49_RS10755 1.000 
1807	81	META2_0001 1.000 	CQW49_RS13930 1.000 
1808	80	META1_0746 1.000 META1_3768 0.749 	CQW49_RS12490 1.000 
1809	80	META1_4119 1.000 META1_1838 0.139 	CQW49_RS15025 1.000 
1810	80	META1_0678 1.000 	CQW49_RS18655 1.000 
1811	79	META1_1142 1.000 	CQW49_RS05675 1.000 
1812	79	META1_1392 1.000 	CQW49_RS12445 1.000 
1813	79	META1_2356 1.000 	CQW49_RS08605 1.000 
1814	78	META1_CDS3243855D 1.000 	CQW49_RS03500 1.000 CQW49_RS05965 0.337 CQW49_RS13300 0.315 
1815	78	META2_1113 1.000 META1_0256 0.863 	CQW49_RS00750 1.000 
1816	78	META1_1706 1.000 	CQW49_RS03805 1.000 
1817	78	META1_3387 1.000 	CQW49_RS19285 1.000 
1818	77	META1_3395 1.000 	CQW49_RS01745 1.000 
1819	77	META1_4912 1.000 	CQW49_RS12630 1.000 
1820	76	META1_4052 1.000 META1_2797 0.713 	CQW49_RS14690 1.000 CQW49_RS14185 0.961 CQW49_RS22765 0.913 CQW49_RS14950 0.843 
1821	76	META1_4217 1.000 META1_3524 0.362 	CQW49_RS11680 1.000 
1822	76	META1_0240 1.000 	CQW49_RS00760 1.000 
1823	76	META1_0427 1.000 	CQW49_RS14290 1.000 
1824	76	META1_2829 1.000 	CQW49_RS14265 1.000 
1825	75	META1_2938 1.000 	CQW49_RS06325 1.000 
1826	75	p3METAp0024 1.000 	CQW49_RS08445 1.000 
1827	74	META1_3711 1.000 META1_3051 0.310 	CQW49_RS10705 1.000 
1828	74	META1_0613 1.000 	CQW49_RS16765 1.000 
1829	74	META1_1009 1.000 	CQW49_RS17820 1.000 
1830	74	META1_1627 1.000 	CQW49_RS16980 1.000 
1831	74	META1_4731 1.000 	CQW49_RS05710 1.000 
1832	74	META1_4443 1.000 	CQW49_RS18265 1.000 
1833	73	META1_0031 1.000 	CQW49_RS00420 1.000 
1834	72	META1_1971 1.000 	CQW49_RS18145 1.000 
1835	72	META1_2866 1.000 	CQW49_RS17765 1.000 
1836	72	META2_0909 1.000 	CQW49_RS11400 1.000 
1837	71	META1_0455 1.000 	CQW49_RS18705 1.000 
1838	70	META1_4235 1.000 META1_3108 0.659 	CQW49_RS03490 1.000 
1839	70	META1_0524 1.000 	CQW49_RS06135 1.000 
1840	70	META1_4617 1.000 	CQW49_RS06045 1.000 
1841	70	META1_2926 1.000 	CQW49_RS22265 1.000 
1842	69	META1_0021 1.000 META1_1271 0.285 META1_1001 0.099 META1_4593 0.086 META1_5099 0.070 	CQW49_RS14775 1.000 
1843	69	META1_3561 1.000 META1_3920 0.138 META1_3637 0.128 META1_0947 0.054 	CQW49_RS16795 1.000 CQW49_RS18135 0.518 
1844	69	META1_4564 1.000 	CQW49_RS01555 1.000 CQW49_RS10315 0.237 
1845	69	META1_1054 1.000 	CQW49_RS11470 1.000 
1846	69	META1_0290 1.000 	CQW49_RS20125 1.000 
1847	69	META1_0089 1.000 	CQW49_RS22255 1.000 
1848	69	META1_3988 1.000 	CQW49_RS08470 1.000 
1849	69	META1_4383 1.000 	CQW49_RS11355 1.000 
1850	69	META1_4698 1.000 	CQW49_RS12950 1.000 
1851	69	META1_3812 1.000 	CQW49_RS19230 1.000 
1852	68	META1_0368 1.000 	CQW49_RS04210 1.000 
1853	68	META1_1314 1.000 	CQW49_RS04050 1.000 
1854	68	META1_4602 1.000 	CQW49_RS11085 1.000 
1855	67	META1_3978 1.000 	CQW49_RS14015 1.000 CQW49_RS15245 0.875 CQW49_RS14550 0.556 
1856	67	META1_2861 1.000 	CQW49_RS12710 1.000 
1857	67	META1_1995 1.000 	CQW49_RS19135 1.000 
1858	67	META1_2859 1.000 	CQW49_RS16545 1.000 
1859	66	p1METAp0026 1.000 META1_2616 0.074 	CQW49_RS04975 1.000 
1860	66	META1_2335 1.000 	CQW49_RS01855 1.000 
1861	66	META1_1676 1.000 	CQW49_RS14395 1.000 
1862	66	META1_0519 1.000 	CQW49_RS19790 1.000 
1863	66	META1_3365 1.000 	CQW49_RS17020 1.000 
1864	66	META1_3788 1.000 	CQW49_RS16220 1.000 
1865	66	META1_4635 1.000 	CQW49_RS17475 1.000 
1866	66	META2_0475 1.000 	CQW49_RS15340 1.000 
1867	64	META1_2897 1.000 	CQW49_RS11415 1.000 
1868	63	META1_0837 1.000 	CQW49_RS16685 1.000 
1869	63	META1_2498 1.000 	CQW49_RS13585 1.000 
1870	63	META1_3673 1.000 	CQW49_RS15295 1.000 
1871	62	META1_0051 1.000 	CQW49_RS04205 1.000 
1872	62	META1_0740 1.000 	CQW49_RS04375 1.000 
1873	62	META1_0838 1.000 	CQW49_RS05270 1.000 
1874	62	META1_2174 1.000 	CQW49_RS10430 1.000 
1875	62	META1_1693 1.000 	CQW49_RS16045 1.000 
1876	62	META1_2858 1.000 	CQW49_RS14385 1.000 
1877	62	META2_0440 1.000 	CQW49_RS03620 1.000 
1878	62	META2_1323 1.000 	CQW49_RS03965 1.000 
1879	61	META1_3515 1.000 META1_4392 0.071 	CQW49_RS18105 1.000 
1880	61	META1_3747 1.000 	CQW49_RS02750 1.000 
1881	61	META1_3377 1.000 	CQW49_RS08235 1.000 
1882	61	META1_1074 1.000 	CQW49_RS21405 1.000 
1883	61	p2METAp0026 1.000 	CQW49_RS04490 1.000 
1884	60	META1_1777 1.000 	CQW49_RS15565 1.000 
1885	60	META1_4686 1.000 	CQW49_RS04790 1.000 
1886	60	META1_3104 1.000 	CQW49_RS16810 1.000 
1887	59	META1_2618 1.000 p1METAp0033 0.314 	CQW49_RS01335 1.000 
1888	59	META1_1933 1.000 	CQW49_RS07085 1.000 
1889	59	META1_3389 1.000 	CQW49_RS19275 1.000 
1890	59	META2_0129 1.000 	CQW49_RS14905 1.000 
1891	59	META2_0253 1.000 	CQW49_RS14580 1.000 
1892	59	META2_0042 1.000 	CQW49_RS22410 1.000 
1893	58	META1_0704 1.000 	CQW49_RS17365 1.000 
1894	58	META1_2513 1.000 	CQW49_RS18875 1.000 
1895	58	META1_5201 1.000 	CQW49_RS11650 1.000 
1896	58	META2_1278 1.000 	CQW49_RS11145 1.000 
1897	57	META1_0754 1.000 	CQW49_RS05245 1.000 CQW49_RS02570 0.102 
1898	57	META2_0729 1.000 	CQW49_RS23435 1.000 CQW49_RS21735 0.713 
1899	57	META1_1355 1.000 	CQW49_RS20950 1.000 
1900	57	META1_1415 1.000 	CQW49_RS21315 1.000 
1901	56	META1_3157 1.000 	CQW49_RS03905 1.000 
1902	56	META1_0667 1.000 	CQW49_RS17630 1.000 
1903	55	META2_1011 1.000 META1_1203 0.856 META1_2571 0.608 	CQW49_RS21660 1.000 
1904	55	META1_0989 1.000 	CQW49_RS02815 1.000 CQW49_RS21090 0.121 
1905	55	META1_5213 1.000 	CQW49_RS11940 1.000 
1906	54	META1_5272 1.000 META1_2929 0.057 	CQW49_RS08725 1.000 CQW49_RS08735 0.178 
1907	54	META1_0753 1.000 	CQW49_RS06755 1.000 
1908	54	META1_4849 1.000 	CQW49_RS16655 1.000 
1909	53	META1_2796 1.000 META1_0069 1.000 META1_4053 0.957 	CQW49_RS14925 1.000 CQW49_RS14190 1.000 CQW49_RS14695 1.000 CQW49_RS22760 1.000 CQW49_RS14050 0.073 CQW49_RS15120 0.051 
1910	53	META1_1299 1.000 	CQW49_RS03980 1.000 
1911	52	META1_3746 1.000 	CQW49_RS02745 1.000 
1912	51	META1_2477 1.000 	CQW49_RS16405 1.000 
1913	51	META2_0461 1.000 	CQW49_RS20615 1.000 
1914	50	META2_0370 1.000 	CQW49_RS22205 1.000 CQW49_RS15030 0.781 
1915	50	META1_1162 1.000 	CQW49_RS11655 1.000 
1916	50	META2_0495 1.000 	CQW49_RS07780 1.000 
1917	49	META2_1225 1.000 	CQW49_RS03135 1.000 CQW49_RS14750 0.075 CQW49_RS14735 0.063 
1918	49	META1_1796 1.000 	CQW49_RS15180 1.000 
1919	49	META1_4639 1.000 	CQW49_RS03900 1.000 
1920	48	META1_4629 1.000 META1_4628 0.933 META1_1751 0.800 	CQW49_RS03860 1.000 
1921	48	META1_0674 1.000 	CQW49_RS11975 1.000 
1922	48	META1_3714 1.000 	CQW49_RS10190 1.000 
1923	47	META1_2815 1.000 META1_0161 0.221 	CQW49_RS14835 1.000 CQW49_RS05460 0.173 CQW49_RS05165 0.146 CQW49_RS15300 0.131 CQW49_RS13225 0.130 CQW49_RS13915 0.098 
1924	47	META1_3286 1.000 META1_1720 0.167 META1_0959 0.127 META1_4073 0.127 	CQW49_RS11405 1.000 CQW49_RS04930 0.137 
1925	47	META1_2442 1.000 	CQW49_RS17380 1.000 CQW49_RS17385 1.000 
1926	47	META1_0033 1.000 	CQW49_RS00375 1.000 
1927	46	META1_0696 1.000 META1_2165 0.315 	CQW49_RS22890 1.000 CQW49_RS22920 0.787 
1928	46	p1METAp0010 1.000 	CQW49_RS17150 1.000 
1929	45	META1_5188 1.000 	CQW49_RS11820 1.000 CQW49_RS14310 0.416 
1930	45	META1_2899 1.000 	CQW49_RS06925 1.000 
1931	44	META1_3665 1.000 META1_3219 0.205 META1_3670 0.191 META1_2923 0.177 	CQW49_RS08245 1.000 
1932	44	META1_1310 1.000 	CQW49_RS04030 1.000 
1933	43	META1_3471 1.000 	CQW49_RS10055 1.000 
1934	43	META1_3293 1.000 	CQW49_RS23235 1.000 
1935	42	META1_2029 1.000 	CQW49_RS01155 1.000 
1936	41	META1_0429 1.000 	CQW49_RS14300 1.000 
1937	41	META1_2741 1.000 	CQW49_RS05840 1.000 
